shipment_id,delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,origin_warehouse_id,weather_condition,delayed,distance_km,package_weight_kg,departure_date,expected_delivery_date,actual_delivery_date,carrier_sla_met,delivery_status,delivery_rating,delivery_cost
SHP-31510,21510.0,shadowfax,clothing,ev van,express,west,WH_MUMBAI_W,stormy,yes,158.5,11.71,2024-09-28 15:00:00,2024-09-28 20:31:12,2024-09-29 06:51:36,0,delayed,2,877.63
SHP-31511,21511.0,fedex,automobile parts,van,express,central,WH_NAGPUR_C,cold,no,46.8,14.92,2024-07-01 18:00:00,2024-07-01 21:02:24,2024-07-01 21:22:48,1,delivered,5,328.76
SHP-31512,21512.0,fedex,cosmetics,ev van,standard,east,WH_KOLKATA_E,hot,no,22.8,23.59,2024-07-02 21:00:00,2024-07-02 23:30:36,2024-07-03 01:07:48,1,delivered,5,184.77
SHP-31513,21513.0,fedex,clothing,bike,express,central,WH_NAGPUR_C,stormy,yes,214.6,3.64,2024-07-03 00:00:00,2024-07-03 06:46:12,2024-07-04 04:30:36,0,delayed,2,1133.92
SHP-31514,21514.0,amazon logistics,groceries,ev van,two day,west,WH_MUMBAI_W,clear,no,213.8,27.54,2024-07-04 03:00:00,2024-07-04 09:45:00,2024-07-04 11:31:48,1,delivered,4,1151.62
SHP-31515,21515.0,xpressbees,groceries,scooter,standard,south,WH_BLR_S,clear,no,13.0,19.99,2024-07-05 06:00:00,2024-07-05 08:17:24,2024-07-05 09:28:12,1,delivered,3,124.97
SHP-31516,21516.0,fedex,fragile items,scooter,same day,south,WH_BLR_S,foggy,yes,245.9,17.75,2024-07-06 09:00:00,2024-07-06 16:27:36,2024-07-07 14:01:48,0,delayed,2,1382.75
SHP-31517,21517.0,xpressbees,furniture,truck,two day,west,WH_MUMBAI_W,cold,no,274.2,8.84,2024-07-07 12:00:00,2024-07-07 20:05:24,2024-07-07 20:40:48,1,delivered,5,1397.52
SHP-31518,21518.0,ecom express,fragile items,truck,same day,north,WH_DELHI_N,clear,no,261.6,47.0,2024-07-08 15:00:00,2024-07-08 22:48:36,2024-07-08 23:37:12,1,delivered,4,1549.0
SHP-31519,21519.0,ekart,cosmetics,bike,express,central,WH_NAGPUR_C,cold,yes,65.0,3.42,2024-07-09 18:00:00,2024-07-09 21:26:24,2024-07-10 06:36:36,0,failed,2,385.26
SHP-31520,21520.0,ecom express,groceries,truck,same day,west,WH_MUMBAI_W,stormy,yes,228.8,38.91,2024-07-10 21:00:00,2024-07-11 04:04:48,2024-07-11 19:04:48,0,delayed,2,1360.73
SHP-31521,21521.0,shadowfax,groceries,ev bike,same day,east,WH_KOLKATA_E,stormy,yes,205.0,38.24,2024-07-11 00:00:00,2024-07-11 06:33:36,2024-07-12 05:16:12,0,delayed,3,1239.72
SHP-31522,21522.0,blue dart,fragile items,van,express,central,WH_NAGPUR_C,foggy,yes,200.9,38.1,2024-07-12 03:00:00,2024-07-12 09:27:36,2024-07-12 22:49:48,0,delayed,2,1168.8
SHP-31523,21523.0,ecom express,furniture,truck,two day,south,WH_BLR_S,foggy,no,27.9,18.25,2024-07-13 06:00:00,2024-07-13 08:37:12,2024-07-13 08:05:24,1,delivered,5,194.25
SHP-31524,21524.0,xpressbees,cosmetics,ev van,same day,central,WH_NAGPUR_C,clear,no,128.5,39.84,2024-07-14 09:00:00,2024-07-14 13:51:36,2024-07-14 14:06:36,1,delivered,4,862.02
SHP-31525,21525.0,dhl,clothing,scooter,standard,north,WH_DELHI_N,foggy,no,3.6,29.53,2024-07-15 12:00:00,2024-07-15 14:04:48,2024-07-15 13:59:24,1,delivered,4,103.59
SHP-31526,21526.0,blue dart,groceries,scooter,same day,west,WH_MUMBAI_W,foggy,yes,294.1,9.44,2024-07-16 15:00:00,2024-07-16 23:32:24,2024-07-17 22:12:36,0,delayed,2,1598.82
SHP-31527,21527.0,ecom express,pharmacy,ev van,standard,south,WH_BLR_S,foggy,no,72.8,28.75,2024-07-17 18:00:00,2024-07-17 21:37:12,2024-07-17 21:24:36,1,delivered,5,450.25
SHP-31528,21528.0,amazon logistics,groceries,bike,same day,west,WH_MUMBAI_W,rainy,yes,288.2,20.94,2024-07-18 21:00:00,2024-07-19 05:24:00,2024-07-19 14:07:12,0,delayed,3,1603.82
SHP-31529,21529.0,delhivery,fragile items,scooter,standard,south,WH_BLR_S,stormy,no,231.2,31.82,2024-07-19 00:00:00,2024-07-19 07:08:24,2024-07-19 08:52:48,1,delivered,5,1251.46
SHP-31530,21530.0,shadowfax,clothing,scooter,express,south,WH_BLR_S,cold,yes,64.2,32.75,2024-07-20 03:00:00,2024-07-20 06:25:48,2024-07-21 01:01:12,0,delayed,2,469.25
SHP-31531,21531.0,blue dart,fragile items,ev bike,standard,south,WH_BLR_S,clear,no,129.1,29.77,2024-07-21 06:00:00,2024-07-21 10:52:12,2024-07-21 12:12:36,1,delivered,4,734.81
SHP-31532,21532.0,ekart,electronics,bike,standard,central,WH_NAGPUR_C,foggy,no,179.6,33.3,2024-07-22 09:00:00,2024-07-22 14:59:24,2024-07-22 15:48:36,1,delivered,3,997.9
SHP-31533,21533.0,shadowfax,groceries,van,two day,east,WH_KOLKATA_E,rainy,no,13.7,10.27,2024-07-23 12:00:00,2024-07-23 14:18:00,2024-07-23 13:31:12,1,delivered,5,99.31
SHP-31534,21534.0,ekart,furniture,van,standard,east,WH_KOLKATA_E,clear,no,166.7,31.97,2024-07-24 15:00:00,2024-07-24 20:42:00,2024-07-24 20:59:24,1,delivered,3,929.41
SHP-31535,21535.0,fedex,documents,bike,express,south,WH_BLR_S,hot,yes,105.4,36.05,2024-07-25 18:00:00,2024-07-25 22:20:24,2024-07-26 12:53:24,0,delayed,2,685.15
SHP-31536,21536.0,dhl,furniture,bike,standard,west,WH_MUMBAI_W,foggy,no,25.5,43.31,2024-07-26 21:00:00,2024-07-26 23:34:12,2024-07-26 23:46:48,1,delivered,5,257.43
SHP-31537,21537.0,shadowfax,automobile parts,van,standard,south,WH_BLR_S,stormy,no,208.7,45.17,2024-07-27 00:00:00,2024-07-27 06:38:24,2024-07-27 08:07:12,1,delivered,4,1179.01
SHP-31538,21538.0,amazon logistics,groceries,bike,same day,east,WH_KOLKATA_E,stormy,yes,170.3,49.26,2024-07-28 03:00:00,2024-07-28 08:46:48,2024-07-28 18:09:00,0,delayed,3,1099.28
SHP-31539,21539.0,blue dart,furniture,ev van,same day,south,WH_BLR_S,rainy,yes,243.7,26.04,2024-07-29 06:00:00,2024-07-29 13:25:12,2024-07-30 14:22:48,0,delayed,3,1396.62
SHP-31540,21540.0,amazon logistics,automobile parts,van,express,central,WH_NAGPUR_C,cold,yes,270.6,37.31,2024-07-30 09:00:00,2024-07-30 17:00:36,2024-07-31 11:13:12,0,delayed,3,1514.93
SHP-31541,21541.0,ekart,automobile parts,bike,standard,south,WH_BLR_S,cold,no,59.5,45.44,2024-07-31 12:00:00,2024-07-31 15:19:12,2024-07-31 14:39:36,1,delivered,5,433.82
SHP-31542,21542.0,delhivery,electronics,truck,same day,west,WH_MUMBAI_W,cold,no,197.2,48.41,2024-08-01 15:00:00,2024-08-01 21:22:48,2024-08-01 23:01:12,1,delivered,5,1231.23
SHP-31543,21543.0,fedex,cosmetics,ev bike,express,north,WH_DELHI_N,rainy,yes,96.6,26.94,2024-08-02 18:00:00,2024-08-02 22:09:00,2024-08-03 06:22:48,0,delayed,2,613.82
SHP-31544,21544.0,ekart,fragile items,truck,same day,south,WH_BLR_S,foggy,no,168.7,20.49,2024-08-03 21:00:00,2024-08-04 02:45:00,2024-08-04 02:19:48,1,delivered,3,1004.97
SHP-31545,21545.0,blue dart,automobile parts,truck,standard,east,WH_KOLKATA_E,rainy,no,46.8,13.59,2024-08-04 00:00:00,2024-08-04 03:02:24,2024-08-04 04:00:00,1,delivered,4,274.77
SHP-31546,21546.0,dhl,fragile items,bike,express,central,WH_NAGPUR_C,stormy,yes,75.5,33.92,2024-08-05 03:00:00,2024-08-05 06:40:48,2024-08-06 02:00:36,0,delayed,2,529.26
SHP-31547,21547.0,amazon logistics,electronics,ev bike,two day,east,WH_KOLKATA_E,rainy,no,243.7,16.2,2024-08-06 06:00:00,2024-08-06 13:25:12,2024-08-06 12:35:24,1,delivered,3,1267.1
SHP-31548,21548.0,shadowfax,cosmetics,ev van,same day,north,WH_DELHI_N,cold,no,63.4,34.2,2024-08-07 09:00:00,2024-08-07 12:24:36,2024-08-07 11:44:24,1,delivered,4,519.6
SHP-31549,21549.0,xpressbees,fragile items,van,express,central,WH_NAGPUR_C,rainy,yes,117.3,38.09,2024-08-08 12:00:00,2024-08-08 16:36:36,2024-08-09 05:44:24,0,delayed,2,750.77
SHP-31550,21550.0,blue dart,furniture,bike,standard,south,WH_BLR_S,clear,no,256.6,39.47,2024-08-09 15:00:00,2024-08-09 22:42:00,2024-08-10 00:40:12,1,delivered,5,1401.41
SHP-31551,21551.0,delhivery,electronics,scooter,express,south,WH_BLR_S,foggy,yes,79.8,33.16,2024-08-10 18:00:00,2024-08-10 21:46:12,2024-08-11 09:05:24,0,delayed,2,548.48
SHP-31552,21552.0,dhl,clothing,truck,two day,south,WH_BLR_S,cold,no,158.4,14.86,2024-08-11 21:00:00,2024-08-12 02:31:12,2024-08-12 04:21:36,1,delivered,4,836.58
SHP-31553,21553.0,xpressbees,documents,truck,two day,central,WH_NAGPUR_C,clear,no,53.8,1.18,2024-08-12 00:00:00,2024-08-12 03:12:00,2024-08-12 04:16:12,1,delivered,5,272.54
SHP-31554,21554.0,amazon logistics,fragile items,ev van,express,south,WH_BLR_S,cold,no,61.0,2.08,2024-08-13 03:00:00,2024-08-13 06:21:36,2024-08-13 06:34:48,1,delivered,4,361.24
SHP-31555,21555.0,delhivery,clothing,van,same day,central,WH_NAGPUR_C,hot,no,71.8,14.47,2024-08-14 06:00:00,2024-08-14 09:36:00,2024-08-14 10:48:36,1,delivered,5,502.41
SHP-31556,21556.0,fedex,cosmetics,ev van,two day,central,WH_NAGPUR_C,cold,no,84.5,6.2,2024-08-15 09:00:00,2024-08-15 12:52:48,2024-08-15 14:34:48,1,delivered,4,441.1
SHP-31557,21557.0,dhl,clothing,scooter,express,central,WH_NAGPUR_C,stormy,yes,33.5,10.5,2024-08-16 12:00:00,2024-08-16 14:44:24,2024-08-16 23:48:36,0,delayed,2,249.0
SHP-31558,21558.0,xpressbees,fragile items,truck,standard,east,WH_KOLKATA_E,cold,no,175.9,6.58,2024-08-17 15:00:00,2024-08-17 20:54:36,2024-08-17 21:08:24,1,delivered,4,899.24
SHP-31559,21559.0,blue dart,electronics,truck,express,central,WH_NAGPUR_C,foggy,yes,132.5,2.74,2024-08-18 18:00:00,2024-08-18 22:56:24,2024-08-19 10:56:24,0,delayed,2,720.72
SHP-31560,21560.0,fedex,documents,scooter,express,central,WH_NAGPUR_C,clear,no,6.8,48.62,2024-08-19 21:00:00,2024-08-19 23:09:00,2024-08-20 00:05:24,1,delivered,5,229.86
SHP-31561,21561.0,amazon logistics,electronics,van,express,south,WH_BLR_S,clear,no,11.3,16.38,2024-08-20 00:00:00,2024-08-20 02:15:00,2024-08-20 03:41:24,1,delivered,4,155.64
SHP-31562,21562.0,fedex,furniture,ev bike,express,south,WH_BLR_S,stormy,yes,225.3,25.13,2024-08-21 03:00:00,2024-08-21 10:00:36,2024-08-21 20:58:48,0,delayed,2,1251.89
SHP-31563,21563.0,amazon logistics,fragile items,truck,standard,north,WH_DELHI_N,clear,no,248.7,16.46,2024-08-22 06:00:00,2024-08-22 13:31:48,2024-08-22 14:52:12,1,delivered,5,1292.88
SHP-31564,21564.0,shadowfax,groceries,truck,express,south,WH_BLR_S,clear,yes,295.2,19.97,2024-08-23 09:00:00,2024-08-23 17:33:36,2024-08-24 14:26:24,0,delayed,3,1585.91
SHP-31565,21565.0,shadowfax,furniture,truck,standard,east,WH_KOLKATA_E,cold,no,17.5,1.16,2024-08-24 12:00:00,2024-08-24 14:23:24,2024-08-24 16:22:12,1,delivered,3,95.6674
SHP-31566,21566.0,ekart,pharmacy,ev bike,express,west,WH_MUMBAI_W,rainy,yes,148.6,44.81,2024-08-25 15:00:00,2024-08-25 20:18:00,2024-08-26 16:10:12,0,delayed,3,927.43
SHP-31567,21567.0,ecom express,furniture,ev van,express,east,WH_KOLKATA_E,rainy,yes,27.5,18.56,2024-08-26 18:00:00,2024-08-26 20:36:36,2024-08-27 03:55:12,0,delayed,3,243.18
SHP-31568,21568.0,ekart,cosmetics,van,express,south,WH_BLR_S,hot,yes,168.6,33.99,2024-08-27 21:00:00,2024-08-28 02:45:00,2024-08-29 03:33:36,0,delayed,2,994.97
SHP-31569,21569.0,ecom express,documents,van,two day,south,WH_BLR_S,rainy,no,192.5,21.27,2024-08-28 00:00:00,2024-08-28 06:16:48,2024-08-28 05:28:48,1,delivered,3,1026.31
SHP-31570,21570.0,ecom express,clothing,ev van,two day,north,WH_DELHI_N,cold,no,160.8,22.63,2024-08-29 03:00:00,2024-08-29 08:34:12,2024-08-29 07:35:24,1,delivered,4,871.89
SHP-31571,21571.0,fedex,clothing,van,same day,south,WH_BLR_S,rainy,no,69.1,23.43,2024-08-30 06:00:00,2024-08-30 09:32:24,2024-08-30 11:01:48,1,delivered,4,515.79
SHP-31572,21572.0,amazon logistics,clothing,ev van,same day,north,WH_DELHI_N,foggy,no,135.0,5.66,2024-08-31 09:00:00,2024-08-31 14:00:00,2024-08-31 13:18:36,1,delivered,3,791.98
SHP-31573,21573.0,xpressbees,electronics,ev van,express,west,WH_MUMBAI_W,clear,no,138.4,31.77,2024-09-01 12:00:00,2024-09-01 17:04:48,2024-09-01 16:19:12,1,delivered,4,837.31
SHP-31574,21574.0,xpressbees,electronics,ev bike,standard,south,WH_BLR_S,hot,no,276.2,24.09,2024-09-02 15:00:00,2024-09-02 23:08:24,2024-09-03 00:52:12,1,delivered,5,1453.27
SHP-31575,21575.0,delhivery,electronics,ev bike,same day,north,WH_DELHI_N,cold,no,75.0,19.31,2024-09-03 18:00:00,2024-09-03 21:40:12,2024-09-03 20:54:36,1,delivered,5,532.93
SHP-31576,21576.0,blue dart,clothing,ev van,standard,west,WH_MUMBAI_W,rainy,no,150.6,40.44,2024-09-04 21:00:00,2024-09-05 02:21:00,2024-09-05 01:41:24,1,delivered,5,874.32
SHP-31577,21577.0,delhivery,pharmacy,scooter,standard,east,WH_KOLKATA_E,stormy,no,262.9,11.37,2024-09-05 00:00:00,2024-09-05 07:50:24,2024-09-05 08:33:00,1,delivered,4,1348.61
SHP-31578,21578.0,delhivery,documents,van,two day,north,WH_DELHI_N,foggy,no,115.0,11.49,2024-09-06 03:00:00,2024-09-06 07:33:36,2024-09-06 08:49:48,1,delivered,4,609.47
SHP-31579,21579.0,amazon logistics,pharmacy,truck,standard,west,WH_MUMBAI_W,cold,no,124.8,45.9,2024-09-07 06:00:00,2024-09-07 10:46:12,2024-09-07 10:58:12,1,delivered,3,761.7
SHP-31580,21580.0,blue dart,electronics,scooter,standard,west,WH_MUMBAI_W,clear,no,71.6,4.68,2024-09-08 09:00:00,2024-09-08 12:35:24,2024-09-08 12:51:00,1,delivered,4,372.04
SHP-31581,21581.0,delhivery,fragile items,truck,same day,central,WH_NAGPUR_C,cold,yes,189.6,47.65,2024-09-09 12:00:00,2024-09-09 18:12:36,2024-09-10 10:12:36,0,failed,1,1190.95
SHP-31582,21582.0,ecom express,groceries,truck,same day,west,WH_MUMBAI_W,hot,no,118.7,34.53,2024-09-10 15:00:00,2024-09-10 19:38:24,2024-09-10 18:41:24,1,delivered,4,797.09
SHP-31583,21583.0,ekart,groceries,truck,express,west,WH_MUMBAI_W,stormy,yes,236.5,37.13,2024-09-11 18:00:00,2024-09-12 01:15:36,2024-09-12 17:04:12,0,delayed,3,1343.89
SHP-31584,21584.0,amazon logistics,cosmetics,truck,standard,west,WH_MUMBAI_W,rainy,no,185.7,2.86,2024-09-12 21:00:00,2024-09-13 03:07:48,2024-09-13 04:30:36,1,delivered,5,937.08
SHP-31585,21585.0,ecom express,automobile parts,bike,standard,west,WH_MUMBAI_W,rainy,no,175.6,49.22,2024-09-13 00:00:00,2024-09-13 05:54:00,2024-09-13 07:11:24,1,delivered,4,1025.66
SHP-31586,21586.0,fedex,fragile items,van,express,west,WH_MUMBAI_W,clear,yes,210.3,22.52,2024-09-14 03:00:00,2024-09-14 09:40:12,2024-09-15 06:46:48,0,delayed,2,1169.06
SHP-31587,21587.0,ecom express,groceries,ev van,express,west,WH_MUMBAI_W,clear,no,14.7,3.36,2024-09-15 06:00:00,2024-09-15 08:19:48,2024-09-15 07:27:36,1,delivered,3,133.58
SHP-31588,21588.0,ecom express,groceries,scooter,express,east,WH_KOLKATA_E,foggy,yes,71.9,28.81,2024-09-16 09:00:00,2024-09-16 12:36:00,2024-09-17 12:17:24,0,delayed,2,495.93
SHP-31589,21589.0,blue dart,groceries,van,two day,north,WH_DELHI_N,stormy,no,110.2,18.76,2024-09-17 12:00:00,2024-09-17 16:27:00,2024-09-17 17:02:24,1,delivered,4,607.28
SHP-31590,21590.0,blue dart,electronics,truck,two day,central,WH_NAGPUR_C,foggy,no,241.1,34.63,2024-09-18 15:00:00,2024-09-18 22:21:36,2024-09-18 22:06:00,1,delivered,3,1309.39
SHP-31591,21591.0,dhl,groceries,truck,two day,central,WH_NAGPUR_C,clear,no,21.1,10.33,2024-09-19 18:00:00,2024-09-19 20:28:12,2024-09-19 21:15:00,1,delivered,3,136.49
SHP-31592,21592.0,shadowfax,cosmetics,scooter,same day,north,WH_DELHI_N,hot,no,98.0,0.89,2024-09-20 21:00:00,2024-09-21 01:10:48,2024-09-21 01:51:00,1,delivered,4,592.67
SHP-31593,21593.0,amazon logistics,documents,bike,two day,west,WH_MUMBAI_W,clear,no,209.7,3.28,2024-09-21 00:00:00,2024-09-21 06:39:36,2024-09-21 06:19:48,1,delivered,3,1058.34
SHP-31594,21594.0,blue dart,groceries,ev bike,standard,west,WH_MUMBAI_W,foggy,no,184.9,20.09,2024-09-22 03:00:00,2024-09-22 09:06:36,2024-09-22 09:55:12,1,delivered,5,984.77
SHP-31595,21595.0,blue dart,electronics,truck,same day,south,WH_BLR_S,cold,no,239.4,10.21,2024-09-23 06:00:00,2024-09-23 13:19:12,2024-09-23 14:42:36,1,delivered,5,1327.63
SHP-31596,21596.0,ekart,documents,ev van,same day,south,WH_BLR_S,rainy,no,123.9,41.49,2024-09-24 09:00:00,2024-09-24 13:45:00,2024-09-24 15:10:12,1,delivered,4,843.97
SHP-31597,21597.0,ekart,electronics,ev van,same day,west,WH_MUMBAI_W,foggy,no,73.8,9.28,2024-09-25 12:00:00,2024-09-25 15:38:24,2024-09-25 14:49:12,1,delivered,4,496.84
SHP-31598,21598.0,ecom express,furniture,bike,standard,central,WH_NAGPUR_C,clear,no,139.5,6.73,2024-09-26 15:00:00,2024-09-26 20:06:00,2024-09-26 19:41:24,1,delivered,4,717.69
SHP-31599,21599.0,dhl,documents,van,standard,south,WH_BLR_S,clear,no,104.1,13.21,2024-09-27 18:00:00,2024-09-27 22:18:36,2024-09-27 23:19:12,1,delivered,3,560.13
SHP-31600,21600.0,amazon logistics,automobile parts,ev bike,two day,west,WH_MUMBAI_W,hot,no,107.0,44.48,2024-09-28 21:00:00,2024-09-29 01:22:48,2024-09-29 02:57:36,1,delivered,4,668.44
SHP-31601,21601.0,delhivery,pharmacy,scooter,express,east,WH_KOLKATA_E,rainy,yes,160.3,34.49,2024-07-01 00:00:00,2024-07-01 05:33:36,2024-07-02 00:51:36,0,failed,1,954.97
SHP-31602,21602.0,delhivery,groceries,scooter,express,north,WH_DELHI_N,clear,yes,105.9,11.82,2024-07-02 03:00:00,2024-07-02 07:21:00,2024-07-02 23:22:12,0,delayed,2,614.96
SHP-31603,21603.0,amazon logistics,furniture,bike,same day,north,WH_DELHI_N,cold,no,40.5,21.18,2024-07-03 06:00:00,2024-07-03 08:54:00,2024-07-03 10:47:24,1,delivered,4,366.04
SHP-31604,21604.0,ekart,automobile parts,truck,two day,central,WH_NAGPUR_C,foggy,no,12.4,9.11,2024-07-04 09:00:00,2024-07-04 11:16:48,2024-07-04 12:15:36,1,delivered,5,95.6674
SHP-31605,21605.0,delhivery,clothing,van,express,north,WH_DELHI_N,clear,yes,159.5,2.63,2024-07-05 12:00:00,2024-07-05 17:32:24,2024-07-06 11:30:00,0,failed,1,855.39
SHP-31606,21606.0,shadowfax,documents,ev van,two day,north,WH_DELHI_N,rainy,no,87.5,4.48,2024-07-06 15:00:00,2024-07-06 18:56:24,2024-07-06 20:28:12,1,delivered,4,450.94
SHP-31607,21607.0,blue dart,furniture,ev van,same day,south,WH_BLR_S,clear,yes,230.4,20.75,2024-07-07 18:00:00,2024-07-08 01:07:12,2024-07-08 08:43:12,0,failed,2,1314.25
SHP-31608,21608.0,delhivery,electronics,bike,standard,central,WH_NAGPUR_C,cold,no,184.0,3.13,2024-07-08 21:00:00,2024-07-09 03:05:24,2024-07-09 02:27:00,1,delivered,4,929.39
SHP-31609,21609.0,dhl,furniture,ev van,same day,west,WH_MUMBAI_W,hot,yes,240.8,15.59,2024-07-09 00:00:00,2024-07-09 07:21:00,2024-07-09 19:45:36,0,delayed,2,1350.77
SHP-31610,21610.0,fedex,clothing,bike,two day,east,WH_KOLKATA_E,stormy,no,94.8,30.69,2024-07-10 03:00:00,2024-07-10 07:06:36,2024-07-10 08:15:36,1,delivered,4,566.07
SHP-31611,21611.0,fedex,fragile items,ev bike,two day,west,WH_MUMBAI_W,hot,no,180.3,31.75,2024-07-11 06:00:00,2024-07-11 12:00:36,2024-07-11 13:42:36,1,delivered,3,996.75
SHP-31612,21612.0,shadowfax,cosmetics,ev van,two day,north,WH_DELHI_N,clear,no,288.1,9.59,2024-07-12 09:00:00,2024-07-12 17:24:00,2024-07-12 18:15:36,1,delivered,4,1469.27
SHP-31613,21613.0,delhivery,electronics,van,standard,north,WH_DELHI_N,foggy,no,72.4,43.51,2024-07-13 12:00:00,2024-07-13 15:36:36,2024-07-13 15:15:00,1,delivered,3,492.53
SHP-31614,21614.0,ekart,furniture,bike,two day,east,WH_KOLKATA_E,hot,no,284.5,6.86,2024-07-14 15:00:00,2024-07-14 23:19:12,2024-07-15 01:06:36,1,delivered,5,1443.08
SHP-31615,21615.0,dhl,clothing,bike,express,south,WH_BLR_S,hot,yes,54.5,38.13,2024-07-15 18:00:00,2024-07-15 21:12:36,2024-07-16 16:45:00,0,failed,2,436.89
SHP-31616,21616.0,ekart,pharmacy,van,express,east,WH_KOLKATA_E,cold,yes,46.4,40.22,2024-07-16 21:00:00,2024-07-17 00:01:48,2024-07-18 01:31:12,0,delayed,2,402.66
SHP-31617,21617.0,shadowfax,furniture,ev van,express,west,WH_MUMBAI_W,hot,yes,220.8,8.46,2024-07-17 00:00:00,2024-07-17 06:54:36,2024-07-18 03:58:12,0,delayed,2,1179.38
SHP-31618,21618.0,ekart,automobile parts,van,same day,south,WH_BLR_S,hot,no,294.2,31.18,2024-07-18 03:00:00,2024-07-18 11:32:24,2024-07-18 12:14:24,1,delivered,4,1632.7206
SHP-31619,21619.0,shadowfax,clothing,van,same day,central,WH_NAGPUR_C,rainy,yes,243.9,43.76,2024-07-19 06:00:00,2024-07-19 13:25:12,2024-07-20 05:33:36,0,delayed,2,1450.78
SHP-31620,21620.0,ecom express,furniture,bike,standard,central,WH_NAGPUR_C,stormy,no,19.3,10.34,2024-07-20 09:00:00,2024-07-20 11:25:48,2024-07-20 11:52:48,1,delivered,3,127.52
SHP-31621,21621.0,shadowfax,automobile parts,truck,express,north,WH_DELHI_N,stormy,yes,54.3,4.62,2024-07-21 12:00:00,2024-07-21 15:12:36,2024-07-22 10:30:00,0,failed,2,335.36
SHP-31622,21622.0,dhl,clothing,scooter,two day,north,WH_DELHI_N,rainy,no,208.1,10.93,2024-07-22 15:00:00,2024-07-22 21:37:12,2024-07-22 21:22:12,1,delivered,4,1073.29
SHP-31623,21623.0,dhl,documents,ev bike,standard,south,WH_BLR_S,stormy,no,259.2,40.6,2024-07-23 18:00:00,2024-07-24 01:45:36,2024-07-24 02:36:36,1,delivered,5,1417.8
SHP-31624,21624.0,shadowfax,cosmetics,ev bike,standard,north,WH_DELHI_N,stormy,no,136.4,15.21,2024-07-24 21:00:00,2024-07-25 02:01:48,2024-07-25 03:10:12,1,delivered,5,727.63
SHP-31625,21625.0,xpressbees,electronics,ev bike,standard,east,WH_KOLKATA_E,hot,no,198.5,38.7,2024-07-25 00:00:00,2024-07-25 06:24:36,2024-07-25 08:05:24,1,delivered,4,1108.6
SHP-31626,21626.0,ekart,clothing,truck,same day,south,WH_BLR_S,clear,no,129.8,17.85,2024-07-26 03:00:00,2024-07-26 07:52:48,2024-07-26 07:52:48,1,delivered,5,802.55
SHP-31627,21627.0,delhivery,automobile parts,truck,two day,west,WH_MUMBAI_W,rainy,no,143.5,42.66,2024-07-27 06:00:00,2024-07-27 11:11:24,2024-07-27 12:46:12,1,delivered,5,845.48
SHP-31628,21628.0,xpressbees,pharmacy,van,two day,central,WH_NAGPUR_C,rainy,no,253.6,19.76,2024-07-28 09:00:00,2024-07-28 16:38:24,2024-07-28 18:28:12,1,delivered,5,1327.28
SHP-31629,21629.0,shadowfax,electronics,ev bike,standard,north,WH_DELHI_N,rainy,no,242.1,35.55,2024-07-29 12:00:00,2024-07-29 19:22:48,2024-07-29 20:19:48,1,delivered,4,1317.15
SHP-31630,21630.0,delhivery,fragile items,ev bike,two day,north,WH_DELHI_N,cold,no,177.0,34.83,2024-07-30 15:00:00,2024-07-30 20:55:48,2024-07-30 22:15:00,1,delivered,3,989.49
SHP-31631,21631.0,shadowfax,furniture,scooter,two day,north,WH_DELHI_N,rainy,no,63.1,1.6,2024-07-31 18:00:00,2024-07-31 21:24:00,2024-07-31 21:37:12,1,delivered,5,320.3
SHP-31632,21632.0,delhivery,furniture,scooter,two day,central,WH_NAGPUR_C,hot,no,135.0,10.46,2024-08-01 21:00:00,2024-08-02 02:00:00,2024-08-02 03:51:36,1,delivered,4,706.38
SHP-31633,21633.0,shadowfax,automobile parts,ev bike,two day,central,WH_NAGPUR_C,cold,no,209.8,0.67,2024-08-02 00:00:00,2024-08-02 06:39:36,2024-08-02 07:40:12,1,delivered,4,1049.66
SHP-31634,21634.0,xpressbees,documents,van,two day,west,WH_MUMBAI_W,clear,no,13.5,43.31,2024-08-03 03:00:00,2024-08-03 05:18:00,2024-08-03 05:13:48,1,delivered,4,197.43
SHP-31635,21635.0,delhivery,groceries,scooter,standard,west,WH_MUMBAI_W,hot,no,183.1,45.63,2024-08-04 06:00:00,2024-08-04 12:04:12,2024-08-04 12:16:48,1,delivered,4,1052.39
SHP-31636,21636.0,xpressbees,pharmacy,ev van,same day,west,WH_MUMBAI_W,hot,no,186.8,15.15,2024-08-05 09:00:00,2024-08-05 15:09:00,2024-08-05 16:00:00,1,delivered,3,1079.45
SHP-31637,21637.0,blue dart,documents,ev van,two day,south,WH_BLR_S,cold,no,177.6,13.69,2024-08-06 12:00:00,2024-08-06 17:57:00,2024-08-06 17:39:00,1,delivered,5,929.07
SHP-31638,21638.0,ekart,clothing,ev bike,same day,east,WH_KOLKATA_E,cold,no,149.0,15.61,2024-08-07 15:00:00,2024-08-07 20:18:36,2024-08-07 21:34:12,1,delivered,3,891.83
SHP-31639,21639.0,xpressbees,clothing,van,two day,central,WH_NAGPUR_C,rainy,no,133.6,1.21,2024-08-08 18:00:00,2024-08-08 22:58:12,2024-08-08 22:38:24,1,delivered,5,671.63
SHP-31640,21640.0,dhl,documents,truck,standard,south,WH_BLR_S,hot,no,199.0,17.04,2024-08-09 21:00:00,2024-08-10 03:25:12,2024-08-10 04:12:00,1,delivered,5,1046.12
