po_id,supplier_id,product_id,plant_warehouse_id,ordered_qty,received_qty,unit_purchase_cost,po_order_date,po_promised_date,po_dock_delivery_date,procurement_on_time,procurement_in_full,procurement_otif
PO-2024-63010,P0084_S2,P0904,WH_BLR_S,280,280,221.54,2024-06-10,2024-06-14,2024-06-23 00:00:00,0,1,0
PO-2024-63011,P0109_S1,P0533,WH_DUBAI_GCC,1202,1202,177.5,2024-06-11,2024-06-15,2024-06-16 00:00:00,0,1,0
PO-2024-63012,P0101_S3,P0491,WH_DELHI_N,1545,1545,57.14,2024-06-12,2024-06-17,2024-06-19 00:00:00,0,1,0
PO-2024-63013,P0082_S4,P0465,WH_DELHI_N,67,67,593.01,2024-06-13,2024-06-17,2024-06-16 03:00:00,1,1,1
PO-2024-63014,P0080_S1,P0637,WH_DELHI_N,1489,1489,369.81,2024-06-14,2024-06-19,2024-06-27 00:00:00,0,1,0
PO-2024-63015,P0085_S3,P0925,WH_MUMBAI_W,1313,1313,240.24,2024-06-15,2024-06-20,2024-06-19 06:00:00,1,1,1
PO-2024-63016,P0129_S3,P0662,WH_KOLKATA_E,1779,1779,733.15,2024-06-16,2024-06-22,2024-06-21 20:00:00,1,1,1
PO-2024-63017,P0059_S1,P0363,WH_DUBAI_GCC,1137,1137,688.03,2024-06-17,2024-06-21,2024-06-26 00:00:00,0,1,0
PO-2024-63018,P0007_S2,P0700,WH_BLR_S,282,282,821.65,2024-06-18,2024-06-24,2024-06-23 13:00:00,1,1,1
PO-2024-63019,P0127_S4,P0371,WH_NAGPUR_C,1652,1652,171.39,2024-06-19,2024-06-23,2024-06-26 00:00:00,0,1,0
PO-2024-63020,P0101_S1,P0569,WH_KOLKATA_E,109,109,621.02,2024-06-20,2024-06-25,2024-06-24 13:00:00,1,1,1
PO-2024-63021,P0091_S1,P0540,WH_DUBAI_GCC,56,56,396.05,2024-06-21,2024-06-24,2024-06-29 00:00:00,0,1,0
PO-2024-63022,P0132_S4,P0193,WH_DOHA_GCC,1735,1735,358.16,2024-06-22,2024-06-27,2024-06-29 00:00:00,0,1,0
PO-2024-63023,P0060_S4,P0719,WH_DOHA_GCC,727,727,234.29,2024-06-23,2024-06-28,2024-06-27 09:00:00,1,1,1
PO-2024-63024,P0082_S4,P0161,WH_MUMBAI_W,377,377,286.46,2024-06-24,2024-06-28,2024-06-27 10:00:00,1,1,1
PO-2024-63025,P0060_S1,P0711,WH_DELHI_N,148,148,753.88,2024-06-25,2024-06-30,2024-06-29 16:00:00,1,1,1
PO-2024-63026,P0045_S2,P0150,WH_NAGPUR_C,373,373,224.53,2024-06-26,2024-07-01,2024-07-03 00:00:00,0,1,0
PO-2024-63027,P0126_S1,P0884,WH_DUBAI_GCC,1564,1564,284.34,2024-06-27,2024-07-01,2024-07-08 00:00:00,0,1,0
PO-2024-63028,P0008_S2,P0371,WH_BLR_S,156,156,171.39,2024-06-28,2024-07-03,2024-07-05 00:00:00,0,1,0
PO-2024-63029,P0056_S1,P0641,WH_DUBAI_GCC,582,582,529.5,2024-06-29,2024-07-04,2024-07-03 03:00:00,1,1,1
PO-2024-63030,P0096_S4,P0925,WH_KOLKATA_E,470,470,240.24,2024-06-30,2024-07-05,2024-07-04 13:00:00,1,1,1
PO-2024-63031,P0122_S1,P0102,WH_DOHA_GCC,1063,1063,93.39,2024-07-01,2024-07-06,2024-07-05 13:00:00,1,1,1
PO-2024-63032,P0069_S4,P0998,WH_RIYADH_GCC,768,768,67.47,2024-07-02,2024-07-06,2024-07-05 23:00:00,1,1,1
PO-2024-63033,P0093_S2,P0430,WH_KOLKATA_E,1758,1758,555.71,2024-07-03,2024-07-07,2024-07-06 22:00:00,1,1,1
PO-2024-63034,P0144_S2,P0267,WH_DUBAI_GCC,107,107,214.25,2024-07-04,2024-07-10,2024-07-09 08:00:00,1,1,1
PO-2024-63035,P0023_S3,P0492,WH_NAGPUR_C,475,475,691.7,2024-07-05,2024-07-09,2024-07-10 00:00:00,0,1,0
PO-2024-63036,P0124_S5,P0866,WH_DUBAI_GCC,1248,1248,559.34,2024-07-06,2024-07-10,2024-07-09 02:00:00,1,1,1
PO-2024-63037,P0047_S4,P0583,WH_DUBAI_GCC,374,374,409.12,2024-07-07,2024-07-11,2024-07-10 09:00:00,1,1,1
PO-2024-63038,P0088_S1,P0103,WH_MUMBAI_W,850,850,129.82,2024-07-08,2024-07-12,2024-07-15 00:00:00,0,1,0
PO-2024-63039,P0010_S1,P0918,WH_BLR_S,1901,1901,434.23,2024-07-09,2024-07-13,2024-07-12 19:00:00,1,1,1
PO-2024-63040,P0048_S1,P0479,WH_NAGPUR_C,949,949,695.64,2024-07-10,2024-07-17,2024-07-23 00:00:00,0,1,0
PO-2024-63041,P0096_S5,P0079,WH_DUBAI_GCC,630,630,46.87,2024-07-11,2024-07-16,2024-07-29 00:00:00,0,1,0
PO-2024-63042,P0053_S4,P0276,WH_DELHI_N,1438,1438,659.06,2024-07-12,2024-07-18,2024-07-23 00:00:00,0,1,0
PO-2024-63043,P0017_S2,P0567,WH_BLR_S,614,614,369.36,2024-07-13,2024-07-17,2024-07-19 00:00:00,0,1,0
PO-2024-63044,P0086_S2,P0160,WH_KOLKATA_E,1140,1140,799.31,2024-07-14,2024-07-18,2024-07-17 20:00:00,1,1,1
PO-2024-63045,P0013_S5,P0353,WH_NAGPUR_C,1069,1069,809.34,2024-07-15,2024-07-20,2024-07-19 14:00:00,1,1,1
PO-2024-63046,P0119_S2,P0589,WH_KOLKATA_E,1768,1768,287.35,2024-07-16,2024-07-21,2024-07-20 18:00:00,1,1,1
PO-2024-63047,P0084_S1,P0069,WH_DOHA_GCC,1414,1414,100.66,2024-07-17,2024-07-21,2024-07-20 21:00:00,1,1,1
PO-2024-63048,P0123_S2,P0097,WH_DUBAI_GCC,1143,1143,230.67,2024-07-18,2024-07-24,2024-07-28 00:00:00,0,1,0
PO-2024-63049,P0111_S1,P0533,WH_KOLKATA_E,1660,1660,177.5,2024-07-19,2024-07-23,2024-07-26 00:00:00,0,1,0
PO-2024-63050,P0145_S3,P0598,WH_KOLKATA_E,1034,854,217.41,2024-07-20,2024-07-26,2024-07-30 00:00:00,0,0,0
PO-2024-63051,P0041_S4,P0907,WH_MUMBAI_W,569,569,154.06,2024-07-21,2024-07-26,2024-07-25 07:00:00,1,1,1
PO-2024-63052,P0054_S1,P0022,WH_KOLKATA_E,998,998,579.15,2024-07-22,2024-07-27,2024-07-29 00:00:00,0,1,0
PO-2024-63053,P0142_S1,P0188,WH_DELHI_N,1421,1421,800.88,2024-07-23,2024-07-29,2024-07-28 16:00:00,1,1,1
PO-2024-63054,P0115_S2,P0319,WH_DELHI_N,549,549,60.61,2024-07-24,2024-07-29,2024-08-02 00:00:00,0,1,0
PO-2024-63055,P0059_S2,P0693,WH_BLR_S,1522,1522,408.36,2024-07-25,2024-07-29,2024-07-28 14:00:00,1,1,1
PO-2024-63056,P0124_S1,P0011,WH_DUBAI_GCC,1510,1510,426.56,2024-07-26,2024-07-30,2024-07-30 00:00:00,1,1,1
PO-2024-63057,P0013_S5,P0143,WH_RIYADH_GCC,1189,1189,633.05,2024-07-27,2024-08-01,2024-08-05 00:00:00,0,1,0
PO-2024-63058,P0100_S2,P0335,WH_DOHA_GCC,1099,1099,842.17,2024-07-28,2024-08-02,2024-08-01 15:00:00,1,1,1
PO-2024-63059,P0120_S1,P0666,WH_KOLKATA_E,657,657,625.78,2024-07-29,2024-08-03,2024-08-02 18:00:00,1,1,1
PO-2024-63060,P0084_S4,P0432,WH_KOLKATA_E,1653,1653,763.81,2024-07-30,2024-08-03,2024-08-07 00:00:00,0,1,0
PO-2024-63061,P0123_S1,P0595,WH_NAGPUR_C,201,201,237.8,2024-07-31,2024-08-06,2024-08-22 00:00:00,0,1,0
PO-2024-63062,P0120_S1,P0213,WH_MUMBAI_W,1180,1180,430.58,2024-08-01,2024-08-06,2024-08-12 00:00:00,0,1,0
PO-2024-63063,P0008_S2,P0188,WH_RIYADH_GCC,1555,1555,800.88,2024-08-02,2024-08-07,2024-08-06 21:00:00,1,1,1
PO-2024-63064,P0106_S2,P0316,WH_BLR_S,1632,1632,702.03,2024-08-03,2024-08-08,2024-08-07 20:00:00,1,1,1
PO-2024-63065,P0110_S1,P0783,WH_DOHA_GCC,1097,1097,548.34,2024-08-04,2024-08-09,2024-08-08 14:00:00,1,1,1
PO-2024-63066,P0018_S1,P0391,WH_RIYADH_GCC,1120,1120,790.86,2024-08-05,2024-08-11,2024-08-10 02:00:00,1,1,1
PO-2024-63067,P0074_S2,P0666,WH_KOLKATA_E,1387,1387,625.78,2024-08-06,2024-08-11,2024-08-15 00:00:00,0,1,0
PO-2024-63068,P0037_S3,P0449,WH_NAGPUR_C,122,122,312.65,2024-08-07,2024-08-12,2024-08-16 00:00:00,0,1,0
PO-2024-63069,P0034_S2,P0553,WH_DUBAI_GCC,1250,1250,267.92,2024-08-08,2024-08-13,2024-08-14 00:00:00,0,1,0
PO-2024-63070,P0040_S1,P0511,WH_MUMBAI_W,363,363,612.62,2024-08-09,2024-08-15,2024-08-14 19:00:00,1,1,1
PO-2024-63071,P0096_S5,P0261,WH_DUBAI_GCC,740,740,440.09,2024-08-10,2024-08-15,2024-08-23 00:00:00,0,1,0
PO-2024-63072,P0046_S3,P0218,WH_BLR_S,1088,1088,821.34,2024-08-11,2024-08-16,2024-08-15 17:00:00,1,1,1
PO-2024-63073,P0107_S2,P0554,WH_RIYADH_GCC,718,718,731.47,2024-08-12,2024-08-16,2024-08-19 00:00:00,0,1,0
PO-2024-63074,P0067_S3,P0840,WH_BLR_S,891,891,327.25,2024-08-13,2024-08-18,2024-08-17 12:00:00,1,1,1
PO-2024-63075,P0130_S2,P0763,WH_KOLKATA_E,802,654,824.87,2024-08-14,2024-08-20,2024-08-21 00:00:00,0,0,0
PO-2024-63076,P0090_S2,P0332,WH_BLR_S,254,254,636.3,2024-08-15,2024-08-19,2024-08-19 00:00:00,1,1,1
PO-2024-63077,P0029_S3,P0821,WH_DUBAI_GCC,1523,1523,495.3,2024-08-16,2024-08-21,2024-08-24 00:00:00,0,1,0
PO-2024-63078,P0113_S1,P0592,WH_NAGPUR_C,895,895,633.76,2024-08-17,2024-08-21,2024-08-25 00:00:00,0,1,0
PO-2024-63079,P0006_S5,P0105,WH_BLR_S,806,806,680.72,2024-08-18,2024-08-22,2024-08-21 02:00:00,1,1,1
PO-2024-63080,P0085_S1,P0801,WH_DELHI_N,1309,1309,589.9,2024-08-19,2024-08-24,2024-08-24 00:00:00,1,1,1
PO-2024-63081,P0035_S1,P0796,WH_NAGPUR_C,1242,1242,567.53,2024-08-20,2024-08-25,2024-08-24 10:00:00,1,1,1
PO-2024-63082,P0016_S2,P0565,WH_RIYADH_GCC,385,385,118.61,2024-08-21,2024-08-26,2024-08-25 14:00:00,1,1,1
PO-2024-63083,P0039_S5,P0952,WH_MUMBAI_W,876,876,498.09,2024-08-22,2024-08-26,2024-08-25 20:00:00,1,1,1
PO-2024-63084,P0023_S1,P0926,WH_MUMBAI_W,629,629,543.01,2024-08-23,2024-08-27,2024-08-26 05:00:00,1,1,1
PO-2024-63085,P0098_S1,P0139,WH_KOLKATA_E,1287,1287,598.2,2024-08-24,2024-08-29,2024-09-12 00:00:00,0,1,0
PO-2024-63086,P0017_S1,P0583,WH_KOLKATA_E,1871,1871,409.12,2024-08-25,2024-08-29,2024-08-30 00:00:00,0,1,0
PO-2024-63087,P0135_S2,P0581,WH_DELHI_N,1542,1542,38.68,2024-08-26,2024-08-30,2024-08-31 00:00:00,0,1,0
PO-2024-63088,P0102_S1,P0809,WH_RIYADH_GCC,1576,1576,278.92,2024-08-27,2024-09-01,2024-08-31 14:00:00,1,1,1
PO-2024-63089,P0108_S3,P0150,WH_DUBAI_GCC,409,409,224.53,2024-08-28,2024-09-02,2024-09-03 00:00:00,0,1,0
PO-2024-63090,P0048_S4,P0076,WH_MUMBAI_W,569,569,231.26,2024-08-29,2024-09-05,2024-09-04 14:00:00,1,1,1
PO-2024-63091,P0015_S1,P0759,WH_MUMBAI_W,149,149,550.88,2024-08-30,2024-09-03,2024-09-02 19:00:00,1,1,1
PO-2024-63092,P0129_S2,P0319,WH_MUMBAI_W,1647,1503,60.61,2024-08-31,2024-09-06,2024-09-08 00:00:00,0,0,0
PO-2024-63093,P0113_S1,P0267,WH_DUBAI_GCC,64,64,214.25,2024-09-01,2024-09-05,2024-09-06 00:00:00,0,1,0
PO-2024-63094,P0034_S1,P0560,WH_MUMBAI_W,1019,1019,36.28,2024-09-02,2024-09-07,2024-09-08 00:00:00,0,1,0
PO-2024-63095,P0044_S5,P0975,WH_BLR_S,1391,1391,41.98,2024-09-03,2024-09-09,2024-09-08 18:00:00,1,1,1
PO-2024-63096,P0044_S1,P0554,WH_RIYADH_GCC,1891,1541,731.47,2024-09-04,2024-09-10,2024-09-12 00:00:00,0,0,0
PO-2024-63097,P0059_S2,P0596,WH_NAGPUR_C,291,291,238.49,2024-09-05,2024-09-09,2024-09-08 03:00:00,1,1,1
PO-2024-63098,P0103_S4,P0465,WH_NAGPUR_C,1297,1297,593.01,2024-09-06,2024-09-10,2024-09-09 23:00:00,1,1,1
PO-2024-63099,P0088_S1,P0569,WH_DELHI_N,1153,1153,621.02,2024-09-07,2024-09-11,2024-09-13 00:00:00,0,1,0
PO-2024-63100,P0048_S3,P0191,WH_BLR_S,1696,1696,91.7,2024-09-08,2024-09-15,2024-09-14 21:00:00,1,1,1
PO-2024-63101,P0058_S1,P0152,WH_MUMBAI_W,1920,1920,249.02,2024-06-01,2024-06-06,2024-06-05 17:00:00,1,1,1
PO-2024-63102,P0040_S5,P0021,WH_MUMBAI_W,1368,1368,247.27,2024-06-02,2024-06-08,2024-06-09 00:00:00,0,1,0
PO-2024-63103,P0061_S2,P0220,WH_KOLKATA_E,664,664,598.71,2024-06-03,2024-06-08,2024-06-12 00:00:00,0,1,0
PO-2024-63104,P0016_S1,P0088,WH_KOLKATA_E,1842,1842,203.87,2024-06-04,2024-06-09,2024-06-08 13:00:00,1,1,1
PO-2024-63105,P0039_S2,P0592,WH_DELHI_N,436,436,633.76,2024-06-05,2024-06-09,2024-06-10 00:00:00,0,1,0
PO-2024-63106,P0070_S1,P0410,WH_MUMBAI_W,102,102,513.31,2024-06-06,2024-06-12,2024-06-11 20:00:00,1,1,1
PO-2024-63107,P0003_S2,P0517,WH_DELHI_N,1858,1858,297.99,2024-06-07,2024-06-12,2024-06-12 00:00:00,1,1,1
PO-2024-63108,P0134_S1,P0780,WH_BLR_S,488,488,638.84,2024-06-08,2024-06-13,2024-06-12 23:00:00,1,1,1
PO-2024-63109,P0129_S3,P0567,WH_NAGPUR_C,175,175,369.36,2024-06-09,2024-06-15,2024-06-16 00:00:00,0,1,0
PO-2024-63110,P0081_S1,P0491,WH_MUMBAI_W,445,445,57.14,2024-06-10,2024-06-15,2024-06-18 00:00:00,0,1,0
PO-2024-63111,P0110_S1,P0754,WH_RIYADH_GCC,1954,1954,719.67,2024-06-11,2024-06-16,2024-06-21 00:00:00,0,1,0
PO-2024-63112,P0106_S2,P0554,WH_DUBAI_GCC,660,660,731.47,2024-06-12,2024-06-17,2024-06-24 00:00:00,0,1,0
PO-2024-63113,P0012_S2,P0228,WH_BLR_S,168,168,255.07,2024-06-13,2024-06-17,2024-06-16 11:00:00,1,1,1
PO-2024-63114,P0140_S2,P0927,WH_MUMBAI_W,1843,1843,93.89,2024-06-14,2024-06-18,2024-06-17 23:00:00,1,1,1
PO-2024-63115,P0061_S2,P0754,WH_DUBAI_GCC,340,340,719.67,2024-06-15,2024-06-20,2024-06-24 00:00:00,0,1,0
PO-2024-63116,P0048_S1,P0041,WH_RIYADH_GCC,1788,1788,245.09,2024-06-16,2024-06-23,2024-06-26 00:00:00,0,1,0
PO-2024-63117,P0039_S1,P0076,WH_KOLKATA_E,1740,1740,231.26,2024-06-17,2024-06-21,2024-06-28 00:00:00,0,1,0
PO-2024-63118,P0096_S5,P0956,WH_DELHI_N,1771,1771,712.39,2024-06-18,2024-06-23,2024-06-27 00:00:00,0,1,0
PO-2024-63119,P0055_S2,P0627,WH_KOLKATA_E,452,452,844.2,2024-06-19,2024-06-25,2024-06-27 00:00:00,0,1,0
PO-2024-63120,P0063_S3,P0893,WH_NAGPUR_C,197,197,569.66,2024-06-20,2024-06-25,2024-07-01 00:00:00,0,1,0
PO-2024-63121,P0062_S1,P0205,WH_KOLKATA_E,1148,921,554.68,2024-06-21,2024-06-26,2024-06-27 00:00:00,0,0,0
PO-2024-63122,P0019_S2,P0115,WH_MUMBAI_W,1063,1063,766.31,2024-06-22,2024-06-28,2024-07-05 00:00:00,0,1,0
PO-2024-63123,P0095_S1,P0297,WH_RIYADH_GCC,717,717,444.77,2024-06-23,2024-06-27,2024-07-06 00:00:00,0,1,0
PO-2024-63124,P0127_S5,P0159,WH_KOLKATA_E,194,194,396.66,2024-06-24,2024-06-28,2024-06-27 11:00:00,1,1,1
PO-2024-63125,P0108_S4,P0079,WH_MUMBAI_W,1213,1213,46.87,2024-06-25,2024-06-30,2024-07-04 00:00:00,0,1,0
PO-2024-63126,P0047_S2,P0357,WH_NAGPUR_C,502,502,485.59,2024-06-26,2024-06-30,2024-07-07 00:00:00,0,1,0
PO-2024-63127,P0020_S3,P0458,WH_DUBAI_GCC,984,984,815.8,2024-06-27,2024-07-02,2024-07-01 13:00:00,1,1,1
PO-2024-63128,P0084_S2,P0492,WH_RIYADH_GCC,1832,1832,691.7,2024-06-28,2024-07-02,2024-07-01 13:00:00,1,1,1
PO-2024-63129,P0070_S1,P0801,WH_KOLKATA_E,1483,1483,589.9,2024-06-29,2024-07-05,2024-07-04 01:00:00,1,1,1
PO-2024-63130,P0006_S3,P0708,WH_DELHI_N,1288,1288,208.63,2024-06-30,2024-07-04,2024-07-07 00:00:00,0,1,0
PO-2024-63131,P0054_S2,P0809,WH_DELHI_N,1945,1945,278.92,2024-07-01,2024-07-06,2024-07-05 16:00:00,1,1,1
PO-2024-63132,P0026_S1,P0364,WH_RIYADH_GCC,253,253,836.32,2024-07-02,2024-07-06,2024-07-10 00:00:00,0,1,0
PO-2024-63133,P0103_S5,P0391,WH_DELHI_N,1907,1907,790.86,2024-07-03,2024-07-07,2024-07-08 00:00:00,0,1,0
PO-2024-63134,P0058_S2,P0913,WH_KOLKATA_E,248,248,649.59,2024-07-04,2024-07-09,2024-07-11 00:00:00,0,1,0
PO-2024-63135,P0117_S4,P0218,WH_KOLKATA_E,957,957,821.34,2024-07-05,2024-07-09,2024-07-08 19:00:00,1,1,1
PO-2024-63136,P0040_S3,P0904,WH_RIYADH_GCC,540,540,221.54,2024-07-06,2024-07-12,2024-07-11 15:00:00,1,1,1
PO-2024-63137,P0012_S2,P0712,WH_KOLKATA_E,1532,1532,255.8,2024-07-07,2024-07-11,2024-07-10 14:00:00,1,1,1
PO-2024-63138,P0040_S3,P0796,WH_DUBAI_GCC,1097,1019,567.53,2024-07-08,2024-07-14,2024-07-15 00:00:00,0,0,0
PO-2024-63139,P0024_S1,P0491,WH_MUMBAI_W,646,646,57.14,2024-07-09,2024-07-14,2024-07-13 19:00:00,1,1,1
PO-2024-63140,P0029_S1,P0332,WH_NAGPUR_C,1277,1277,636.3,2024-07-10,2024-07-15,2024-07-30 00:00:00,0,1,0
PO-2024-63141,P0132_S4,P0988,WH_DUBAI_GCC,1009,1009,817.98,2024-07-11,2024-07-16,2024-07-15 01:00:00,1,1,1
PO-2024-63142,P0116_S2,P0161,WH_DUBAI_GCC,94,94,286.46,2024-07-12,2024-07-16,2024-07-19 00:00:00,0,1,0
PO-2024-63143,P0074_S2,P0834,WH_DELHI_N,717,717,638.97,2024-07-13,2024-07-18,2024-07-19 00:00:00,0,1,0
PO-2024-63144,P0098_S5,P0356,WH_MUMBAI_W,787,787,819.66,2024-07-14,2024-07-19,2024-07-24 00:00:00,0,1,0
PO-2024-63145,P0056_S1,P0161,WH_RIYADH_GCC,86,86,286.46,2024-07-15,2024-07-20,2024-07-22 00:00:00,0,1,0
PO-2024-63146,P0050_S3,P0297,WH_DOHA_GCC,1778,1778,444.77,2024-07-16,2024-07-21,2024-07-20 21:00:00,1,1,1
PO-2024-63147,P0011_S2,P0076,WH_DELHI_N,759,759,231.26,2024-07-17,2024-07-22,2024-07-21 17:00:00,1,1,1
PO-2024-63148,P0018_S3,P0228,WH_MUMBAI_W,1457,1457,255.07,2024-07-18,2024-07-24,2024-08-06 00:00:00,0,1,0
PO-2024-63149,P0135_S2,P0347,WH_KOLKATA_E,424,424,828.88,2024-07-19,2024-07-23,2024-07-22 01:00:00,1,1,1
PO-2024-63150,P0058_S1,P0429,WH_RIYADH_GCC,949,949,716.11,2024-07-20,2024-07-25,2024-07-24 23:00:00,1,1,1
PO-2024-63151,P0009_S2,P0511,WH_DOHA_GCC,153,153,612.62,2024-07-21,2024-07-26,2024-07-27 00:00:00,0,1,0
PO-2024-63152,P0011_S4,P0062,WH_RIYADH_GCC,1131,1131,120.59,2024-07-22,2024-07-27,2024-07-26 18:00:00,1,1,1
PO-2024-63153,P0140_S2,P0091,WH_DOHA_GCC,879,879,666.52,2024-07-23,2024-07-27,2024-07-28 00:00:00,0,1,0
PO-2024-63154,P0039_S1,P0641,WH_DOHA_GCC,318,318,529.5,2024-07-24,2024-07-28,2024-08-21 00:00:00,0,1,0
PO-2024-63155,P0113_S2,P0755,WH_DELHI_N,1988,1988,607.65,2024-07-25,2024-07-29,2024-07-28 18:00:00,1,1,1
PO-2024-63156,P0093_S2,P0279,WH_KOLKATA_E,1414,1414,692.72,2024-07-26,2024-07-30,2024-07-31 00:00:00,0,1,0
PO-2024-63157,P0013_S5,P0363,WH_DELHI_N,366,366,688.03,2024-07-27,2024-08-01,2024-08-04 00:00:00,0,1,0
PO-2024-63158,P0027_S2,P0637,WH_DOHA_GCC,787,787,369.81,2024-07-28,2024-08-01,2024-08-11 00:00:00,0,1,0
PO-2024-63159,P0113_S1,P0688,WH_DOHA_GCC,1034,1034,188.94,2024-07-29,2024-08-02,2024-08-08 00:00:00,0,1,0
PO-2024-63160,P0054_S2,P0565,WH_BLR_S,1198,1198,118.61,2024-07-30,2024-08-04,2024-08-03 18:00:00,1,1,1
PO-2024-63161,P0035_S2,P0368,WH_MUMBAI_W,520,452,818.79,2024-07-31,2024-08-05,2024-08-06 00:00:00,0,0,0
PO-2024-63162,P0080_S2,P0554,WH_BLR_S,1544,1544,731.47,2024-08-01,2024-08-06,2024-08-07 00:00:00,0,1,0
PO-2024-63163,P0139_S3,P0154,WH_MUMBAI_W,567,567,375.75,2024-08-02,2024-08-06,2024-08-18 00:00:00,0,1,0
PO-2024-63164,P0127_S1,P0822,WH_NAGPUR_C,579,579,425.63,2024-08-03,2024-08-07,2024-08-12 00:00:00,0,1,0
PO-2024-63165,P0094_S2,P0866,WH_DUBAI_GCC,1972,1972,559.34,2024-08-04,2024-08-09,2024-08-08 02:00:00,1,1,1
PO-2024-63166,P0034_S1,P0907,WH_RIYADH_GCC,345,345,154.06,2024-08-05,2024-08-10,2024-08-18 00:00:00,0,1,0
PO-2024-63167,P0117_S2,P0188,WH_DELHI_N,595,595,800.88,2024-08-06,2024-08-10,2024-08-09 03:00:00,1,1,1
PO-2024-63168,P0093_S1,P0371,WH_NAGPUR_C,1783,1783,171.39,2024-08-07,2024-08-11,2024-08-10 10:00:00,1,1,1
PO-2024-63169,P0013_S4,P0748,WH_NAGPUR_C,1619,1619,180.2,2024-08-08,2024-08-13,2024-08-14 00:00:00,0,1,0
PO-2024-63170,P0062_S2,P0598,WH_RIYADH_GCC,1630,1630,217.41,2024-08-09,2024-08-14,2024-08-15 00:00:00,0,1,0
PO-2024-63171,P0022_S1,P0161,WH_RIYADH_GCC,1907,1907,286.46,2024-08-10,2024-08-16,2024-08-21 00:00:00,0,1,0
PO-2024-63172,P0018_S1,P0530,WH_MUMBAI_W,512,512,62.31,2024-08-11,2024-08-17,2024-08-23 00:00:00,0,1,0
PO-2024-63173,P0117_S3,P0220,WH_BLR_S,1168,1168,598.71,2024-08-12,2024-08-16,2024-08-15 07:00:00,1,1,1
PO-2024-63174,P0069_S2,P0161,WH_KOLKATA_E,1938,1938,286.46,2024-08-13,2024-08-17,2024-08-16 20:00:00,1,1,1
PO-2024-63175,P0083_S1,P0913,WH_MUMBAI_W,1884,1884,649.59,2024-08-14,2024-08-19,2024-08-18 12:00:00,1,1,1
PO-2024-63176,P0137_S1,P0822,WH_KOLKATA_E,1967,1967,425.63,2024-08-15,2024-08-20,2024-08-19 19:00:00,1,1,1
PO-2024-63177,P0034_S1,P0342,WH_NAGPUR_C,1125,1125,141.26,2024-08-16,2024-08-21,2024-08-30 00:00:00,0,1,0
PO-2024-63178,P0112_S1,P0754,WH_KOLKATA_E,1587,1587,719.67,2024-08-17,2024-08-21,2024-08-25 00:00:00,0,1,0
PO-2024-63179,P0107_S1,P0347,WH_BLR_S,1593,1593,828.88,2024-08-18,2024-08-22,2024-08-21 10:00:00,1,1,1
PO-2024-63180,P0047_S3,P0971,WH_MUMBAI_W,1205,1205,565.97,2024-08-19,2024-08-23,2024-08-22 23:00:00,1,1,1
PO-2024-63181,P0055_S1,P0759,WH_DOHA_GCC,1778,1778,550.88,2024-08-20,2024-08-26,2024-09-03 00:00:00,0,1,0
PO-2024-63182,P0003_S4,P0491,WH_RIYADH_GCC,1329,1329,57.14,2024-08-21,2024-08-26,2024-08-25 09:00:00,1,1,1
PO-2024-63183,P0018_S5,P0218,WH_DOHA_GCC,1711,1631,821.34,2024-08-22,2024-08-28,2024-08-29 00:00:00,0,0,0
PO-2024-63184,P0108_S4,P0533,WH_BLR_S,1644,1644,177.5,2024-08-23,2024-08-28,2024-08-27 09:00:00,1,1,1
PO-2024-63185,P0089_S4,P0105,WH_DUBAI_GCC,626,626,680.72,2024-08-24,2024-08-29,2024-09-04 00:00:00,0,1,0
PO-2024-63186,P0065_S4,P0907,WH_BLR_S,1713,1713,154.06,2024-08-25,2024-08-30,2024-08-29 06:00:00,1,1,1
PO-2024-63187,P0090_S1,P0840,WH_DUBAI_GCC,1568,1568,327.25,2024-08-26,2024-08-30,2024-08-29 10:00:00,1,1,1
PO-2024-63188,P0054_S2,P0780,WH_MUMBAI_W,1614,1614,638.84,2024-08-27,2024-09-01,2024-08-31 22:00:00,1,1,1
PO-2024-63189,P0021_S2,P0719,WH_RIYADH_GCC,1117,1117,234.29,2024-08-28,2024-09-01,2024-08-31 22:00:00,1,1,1
PO-2024-63190,P0085_S4,P0286,WH_BLR_S,1367,1367,102.54,2024-08-29,2024-09-03,2024-09-02 05:00:00,1,1,1
PO-2024-63191,P0084_S3,P0102,WH_DOHA_GCC,778,778,93.39,2024-08-30,2024-09-03,2024-09-02 01:00:00,1,1,1
PO-2024-63192,P0139_S2,P0565,WH_DUBAI_GCC,1219,1219,118.61,2024-08-31,2024-09-04,2024-09-04 00:00:00,1,1,1
PO-2024-63193,P0049_S1,P0021,WH_RIYADH_GCC,509,509,247.27,2024-09-01,2024-09-06,2024-09-09 00:00:00,0,1,0
PO-2024-63194,P0019_S2,P0709,WH_DELHI_N,700,700,483.23,2024-09-02,2024-09-08,2024-09-09 00:00:00,0,1,0
PO-2024-63195,P0100_S1,P0150,WH_DELHI_N,54,54,224.53,2024-09-03,2024-09-08,2024-09-07 12:00:00,1,1,1
PO-2024-63196,P0127_S2,P0801,WH_DELHI_N,1006,1006,589.9,2024-09-04,2024-09-08,2024-09-09 00:00:00,0,1,0
PO-2024-63197,P0004_S5,P0345,WH_KOLKATA_E,696,696,703.59,2024-09-05,2024-09-11,2024-09-10 23:00:00,1,1,1
